"","id","name","description","menus_appeared","times_appeared","first_appeared","last_appeared","lowest_price","highest_price"
"78182",98136,"Wilson's Atlas whiskey",NA,1,1,1900,1900,1.5,1.5
"78183",98137,"Graves, Sauternes",NA,1,1,1907,1907,0.6,1
"78184",98138,"Roxbury Rye whiskey",NA,1,1,1900,1900,0,0
"78185",98139,"Bells 79 Old Crow whiskey",NA,1,1,1900,1900,4.5,4.5
"78186",98140,"Myrtils",NA,1,1,1905,1905,0.35,0.6
"78187",98141,"Jackson lithia water",NA,3,3,1900,1900,0.05,0.3
"78188",98142,"Vichy in Syphons water",NA,1,1,1900,1900,0,0
"78189",98143,"Seltzer in Syphons water",NA,1,1,1900,1900,0.25,0.25
"78190",98144,"cereal a la creme",NA,1,1,1905,1905,0.35,0.35
"78191",98145,"Carbonic Syphons water",NA,1,1,1900,1900,0.25,0.25
"78192",98147,"Lemon Soda Standard, Domestic",NA,3,3,1900,1900,0.15,0.15
"78193",98148,"Ginger Ale, Standard Domestic",NA,1,1,1900,1900,0,0
"78194",98150,"Poncires",NA,1,1,1905,1905,0.35,0.6
"78195",98151,"Rochester, Rienzi beer",NA,1,1,1900,1900,0.15,0.15
"78196",98152,"Imperial, Beadleston & Woertz beer",NA,1,1,1900,1900,0.15,0.15
"78197",98154,"Fidelio, Koehler & Co. beer",NA,1,1,1900,1900,0.15,0.15
"78198",98155,"Pabst, Milwaukee beer",NA,1,1,1900,1900,0,0
"78199",98156,"Soup, Pea, au crouton",NA,2,2,1884,1884,0.25,0.25
"78200",98157,"Macaroni, au tomato",NA,1,1,1884,1884,0.35,0.35
"78201",98158,"Wurtzburger, Imported beer",NA,1,1,1900,1900,0.3,0.3
"78202",98159,"Brunoise printaniere",NA,1,1,1884,1884,0.4,0.4
"78203",98160,"Brunoise printaniere",NA,1,1,1884,1884,0,0
"78204",98161,"Puree of fresh tomato",NA,1,1,1884,1884,0.4,0.4
"78205",98167,"Pochés sur toast",NA,2,2,1905,1905,0,0.35
"78206",98168,"Creme de Cocoa liquer",NA,1,1,1900,1900,0.2,0.2
"78207",98169,"Creme Yvette liquer",NA,1,1,1900,1900,0.2,0.2
"78208",98171,"Calisaya, White or Red Liquer",NA,1,1,1900,1900,0,0
"78209",98172,"Curacao, White or Red liquer",NA,1,1,1900,1900,0.2,0.2
"78210",98173,"Kirschwasser liquer",NA,1,1,1900,1900,0.2,0.2
"78211",98174,"Kummel, Dutch or Russian liquer",NA,1,1,1900,1900,0.2,0.2
"78212",98175,"Brouillés, au jambon ou petit salé",NA,1,1,1905,1905,0,0
"78213",98176,"Champagne, Claret and Rhine Wine Cup",NA,1,1,1900,1900,0.5,1
"78218",98181,"Half stuffed deviled lobster",NA,1,1,1900,1900,0,0
"78225",98189,"Whitebait fish",NA,1,1,1900,1900,0.5,0.5
"78226",98190,"Frogs' legs fried",NA,3,3,1900,1906,0.6,0.9
"78227",98191,"Frogs legs, Shanley",NA,1,1,1900,1900,0.75,0.75
"78229",98193,"Finnan haddie, Shanley fish",NA,1,1,1900,1900,0.75,0.75
"78230",98194,"Chicken a la Reine soup",NA,3,3,1900,1914,0.15,0.25
"78231",98195,"Extra home green turtle soup ",NA,1,1,1900,1900,0.5,0.5
"78232",98196,"Extra home green turtle soup clear",NA,1,1,1900,1900,0.75,0.75
"78233",98197,"Ox-tail a L'Anglaise soup",NA,1,1,1900,1900,0,0
"78234",98198,"Special (1000) Spring Lamb Chops with French Peas",NA,1,1,1900,1900,1,1
"78235",98199,"Special Bone Sirloin Steak, Sauce Bearnaise",NA,1,1,1900,1900,1.15,1.15
"78236",98200,"Hungarian Goulash, Paprika Sauce",NA,1,1,1900,1900,0,0
"78237",98201,"Green Turtle Steak Braise, Roadhouse Style",NA,1,1,1900,1900,0.5,0.5
"78238",98203,"Turkey Wings Saute a la Creole",NA,1,1,1900,1900,0.4,0.4
"78239",98204,"Minced Turkey with Green Peppers",NA,1,1,1900,1900,0.5,0.5
"78240",98206,"Sweetbread Braise, Asparagus Tips",NA,1,1,1900,1900,0,0
"78241",98207,"Maquereau Espagnol",NA,2,2,1905,1906,0,0
"78242",98208,"Chicken Liver Patties, mushrooms",NA,1,1,1900,1900,0,0
"78243",98209,"Small Veal Cutlet, Tomato Sauce",NA,1,1,1900,1900,0.4,0.4
"78244",98210,"Small hamburg steak, Lyonnaise potatoes",NA,1,1,1900,1900,0.4,0.4
"78245",98211,"Filets de limande frits, rémoulade",NA,1,1,1905,1905,0.35,0.6
"78246",98212,"Pork chops saute, fried apples",NA,1,1,1900,1900,0.5,0.5
"78247",98213,"Bloaters, Norvégienne",NA,1,1,1905,1905,0.35,0.6
"78248",98214,"Vanilla or chocolate eclairs",NA,1,1,1900,1900,0.1,0.1
"78249",98215,"Cream roll or Napoleon",NA,1,1,1900,1900,0.15,0.15
"78252",98219,"Maquereau salé, bouilli ou grillé",NA,2,2,1905,1906,0.4,0.7
"78254",98223,"Bread, plain",NA,2,2,1900,1900,0.1,0.1
"78256",98228,"Jambon Westphailie",NA,1,1,1905,1905,0.75,0.75
"78257",98230,"Toast sec ou au beurre",NA,2,2,1905,1906,0,0
"78264",98239,"Bass' Ale, W.L. splits",NA,3,3,1907,1915,0.15,0.15
"78265",98240,"HARD CRAB MEAT FRICASSEE",NA,1,1,1900,1900,0.75,0.75
"78266",98241,"Cauliflower, cream sauce au gratin",NA,1,1,1900,1900,0,0
"78267",98242,"Stuffed baked tomatoes",NA,1,1,1900,1900,0.4,0.4
"78269",98244,"Swiss Neufchatel cheese",NA,1,1,1900,1900,0.25,0.25
"78270",98245,"Demi-tasse in pot",NA,1,1,1900,1900,0.1,0.1
"78271",98246,"Pot coffee, two cups",NA,1,1,1900,1900,0,0
"78272",98247,"Pot of tea, two cups",NA,1,1,1900,1900,0.25,0.25
"78273",98248,"Pot of chocolate, two cups",NA,1,1,1900,1900,0.25,0.25
"78274",98249,"FRIED SPRING CHICKEN MARYLAND, HALF",NA,1,1,1900,1900,0.75,0.75
"78275",98250,"Extra cut of Roast Prime Ribs of Beef",NA,1,1,1907,1907,0,0
"78276",98251,"Magnolia ham glace, sauce champagne",NA,1,1,1884,1884,0.4,0.4
"78277",98252,"Whole roast chicken",NA,1,1,1884,1884,2,2
"78278",98253,"Boiled capon, egg sauce",NA,2,2,1884,1899,1,1
"78279",98254,"Whole boiled chicken",NA,1,1,1884,1884,2,2
"78280",98255,"Whole boiled chicken egg sauce",NA,1,1,1884,1884,0,0
"78281",98256,"Roast South-Down mutton with jelly",NA,1,1,1884,1884,0.6,0.6
"78282",98257,"Half boiled chicken",NA,2,2,1884,1961,1,1.75
"78283",98258,"Half boiled chicken egg sauce",NA,1,1,1884,1884,1,1
"78284",98259,"Half roast spring duck",NA,1,1,1884,1884,0.8,0.8
"78294",98269,"Weinkraut",NA,8,8,1905,1969,0,0.35
"78300",98275,"Astrikhan caviar",NA,1,1,1905,1905,1.5,1.5
"78301",98276,"Cream, Marie Antoinette",NA,2,2,1905,1906,0.35,0.6
"78302",98277,"Windsor (soup)",NA,1,1,1905,1905,0.7,0.7
"78303",98278,"Veloutine, Normande",NA,1,1,1905,1905,0.6,0.6
"78306",98281,"Ceylon tea with cream",NA,15,15,1900,1933,0.15,0.35
"78310",98287,"Japan tea with cream",NA,1,1,1900,1900,0.35,0.35
"78311",98288,"Young Hyson tea with cream",NA,2,2,1900,1921,0.15,0.35
"78315",98292,"Scrambled eggs, with bacon",NA,1,1,1900,1900,0,0
"78317",98294,"Omelette, with chives",NA,1,1,1900,1900,0.35,0.35
"78319",98296,"Omelette, with bacon or ham",NA,1,1,1900,1900,0,0
"78324",98301,"Filet of sole, fried, tartar sauce",NA,1,1,1900,1900,0.5,0.5
"78325",98304,"Roasted oysters",NA,3,3,1900,1940,0.5,0.75
"78327",98306,"Steamed oysters.",NA,1,1,1900,1900,0.5,0.5
"78329",98308,"Beefsteak, with bacon",NA,2,2,1900,1900,0,0
"78330",98310,"Beefsteak Bearnaise",NA,1,1,1900,1900,0.9,0.9
"78332",98312,"Beefsteak Bordelaise",NA,2,2,1900,1900,0.7,0.9
"78335",98315,"Tenderloin steak, small, with Bacon",NA,1,1,1900,1900,0.8,0.8
"78337",98317,"Tenderloin Steak, small, with Mushrooms",NA,1,1,1900,1900,0,0
"78338",98318,"Champagne Ginger",NA,1,1,1884,1884,0.3,0.3
"78340",98320,"Vienna Beer",NA,1,1,1884,1884,0.25,0.25
"78344",98327,"Allsop's Ale",NA,2,2,1884,1884,0.35,0.35
"78346",98329,"Lamb hash, plain",NA,1,1,1900,1900,0.6,0.6
"78347",98330,"Lamb hash, with poached egg",NA,1,1,1900,1900,0.7,0.7
"78351",98335,"Lewis Whiskey, 1866",NA,1,1,1884,1884,3,3
"78352",98337,"Chicken livers sautes with mushrooms",NA,4,4,1900,1915,0.5,0.75
"78353",98338,"Chicken livers sautes en brochette",NA,1,1,1900,1900,0.75,0.75
"78355",98341,"Schiedam Gin, ""Extra,""",NA,1,1,1884,1884,2,2
"78357",98343,"Annisette [sic]",NA,1,1,1884,1884,0.25,0.25
"78358",98344,"Orgeat",NA,1,1,1884,1884,0.25,0.25
"78359",98345,"Somlyai, superior",NA,1,1,1884,1884,1.5,2
"78360",98346,"Villanye superior",NA,1,1,1884,1884,0,0
"78362",98348,"Villanye",NA,1,1,1884,1884,1.75,2
"78363",98349,"Tokay Imp",NA,1,1,1884,1884,4,4
"78365",98351,"Dry Lisbon",NA,1,1,1884,1884,3.5,3.5
"78367",98353,"Bucellas",NA,1,1,1884,1884,3,3
"78368",98354,"Broiled calf's liver, with bacon",NA,1,1,1900,1900,0.5,0.5
"78369",98355,"Tripe Creole",NA,1,1,1900,1900,0.5,0.5
"78372",98361,"Potatoes Marie Antoinette",NA,1,1,1900,1900,0.3,0.3
"78401",98404,"Bloodgood, 1822",NA,2,2,1884,1900,10,10
"78410",98417,"Moet & Chandon Imperial",NA,2,2,1856,1898,2.5,2.5
"78411",98418,"Juanay",NA,1,1,1884,1884,1.75,3.5
"78412",98419,"Ruinard Marechale, Extra Dry",NA,1,1,1884,1884,0,0
"78413",98420,"Bollinger",NA,6,6,1880,2012,1.75,25
"78417",98424,"Roederer. Red Label",NA,1,1,1884,1884,2,3.5
"78420",98427,"Duminy & Co., Verzenay",NA,1,1,1884,1884,1.5,3
"78422",98429,"Duminy & Co., Extra Sec",NA,3,3,1881,1884,1.75,3.5
"78462",98472,"Selters [sic], Vichy, and Carbonic, in Siphons",NA,1,1,1884,1884,0,0
"78470",98480,"Natural Selters [sic] Water, Royal Prussian springs",NA,1,1,1884,1884,0,0
"78483",98496,"Sandeman & Co.",NA,1,1,1884,1884,3.5,3.5
"78486",98499,"Prince Metternich's Cabinet",NA,2,2,1884,1916,10,12
"78488",98501,"Steinberg Cabinet, Duke of Nassau's",NA,1,1,1884,1884,9,9
"78492",98507,"Johannisberger Castle",NA,1,1,1884,1884,6,6
"78513",98534,"Pontes Canet",NA,1,1,1884,1884,1,1.75
"78519",98541,"Chateau Smith Ht. Lafitte",NA,1,1,1884,1884,1.25,2.5
"78521",98543,"Chateau de Tomailhacq",NA,1,1,1884,1884,1,2
"78524",98546,"siphons",NA,1,1,1884,1884,0.25,0.25
"78554",98585,"2 Eggs, Poached",NA,2,2,1900,1905,0.15,0.15
"78569",98602,"Oolong Tea in pots",NA,2,2,1900,1900,0.05,0.05
"78570",98603,"Gunpowder Tea in pots",NA,1,1,1900,1900,0.05,0.05
"78573",98608,"Yankee Split Pea Soup",NA,1,1,1900,1900,0.1,0.1
"78593",98630,"Roast Goose, Boiled Onions",NA,1,1,1900,1900,0.25,0.25
"78594",98631,"Chatean Yquem",NA,1,1,1884,1884,4.5,4.5
"78595",98632,"Beef Steak Pies in pans",NA,1,1,1900,1900,0.15,0.15
"78619",98657,"Omelettes Cheese",NA,2,2,1901,1901,0.4,0.4
"78620",98658,"Omelettes Jelly",NA,2,2,1901,1901,0.5,0.5
"78623",98661,"Omelettes Parsley",NA,2,2,1901,1901,0.4,0.4
"78626",98664,"St. Julien, 1874",NA,2,2,1881,1884,0.75,2
"78660",98703,"Kingfish, Duglere",NA,20,20,1905,1917,0.5,0.9
"78663",98706,"Halibut steak, Bonne-femme",NA,2,2,1905,1906,0.5,0.9
"78665",98708,"Lobster saute, fine herbs",NA,1,1,1905,1905,1.25,1.25
"78666",98709,"Veal steak, Milanaise",NA,1,1,1905,1905,0.9,0.9
"78667",98710,"Medaillons of beef, Rejane",NA,1,1,1905,1905,0,0
"78668",98711,"Ragout, Toulousain",NA,1,1,1905,1905,1.25,1.25
"78669",98712,"Supremes of Guinea chicken with mushrooms",NA,1,1,1905,1905,2.5,2.5
"78670",98713,"Lamb chops sautees, new peas",NA,1,1,1905,1905,0,0
"78671",98714,"Chicken en cocotte, Mascotte",NA,1,1,1905,1905,2.75,2.75
"78672",98715,"Croustades, Cardinal",NA,1,1,1905,1905,0.75,0.75
"78673",98716,"Schloss Johannisberg, 1897",NA,1,1,1907,1907,3.5,3.5
"78674",98717,"Assmannshauser Mousseux",NA,2,2,1907,1907,3.5,3.5
"78675",98718,"Mushrooms sous cloche",NA,3,3,1897,1906,0,0
"78676",98719,"Caroline pudding",NA,1,1,1905,1905,0.5,0.5
"78679",98722,"Lima cake",NA,1,1,1905,1905,0,0
"78680",98723,"Croute of peaches",NA,1,1,1905,1905,0,0
"78681",98724,"Pommard, 1893",NA,4,4,1907,1913,2,2.5
"78682",98725,"Fedora bombe",NA,2,2,1905,1905,0.5,0.5
"78683",98726,"Chambertin, Clos de Beze, 1895",NA,5,5,1907,1915,3.5,4
"78684",98727,"Piper Heidsieck, Brut Ex. 98",NA,1,1,1907,1907,2.25,4.5
"78685",98728,"Montebello Brut '98",NA,1,1,1907,1907,2,4
"78686",98729,"Hot-house - Peaches",NA,1,1,1905,1905,0.75,0.75
"78687",98730,"Hot-house - Nectarines",NA,1,1,1905,1905,0.75,0.75
"78688",98731,"Hot-house - Grapes",NA,1,1,1905,1905,1.5,1.5
"78694",98739,"Tripe sautee a la Creole",NA,3,3,1901,1917,0.3,0.55
"78719",98764,"Rehrucken",NA,1,1,1905,1905,0,0
"78810",98864,"Tomato with Sago",NA,2,2,1900,1901,0.2,0.35
"78815",98872,"Hamburger",NA,79,80,1892,2006,0,14
"78888",98955,"Coffee (demi-tasse)",NA,9,9,1887,1961,0.15,0.2
"78900",98972,"Mutton Broth, a la Turque",NA,1,1,1900,1900,0.25,0.4
"78915",98988,"Congress mineral water",NA,3,3,1900,1905,0.15,0.25
"78916",98989,"Hunyadi mineral water",NA,2,2,1900,1905,0.1,0.4
"78960",99054,"country sausages and buckwheat cakes",NA,4,4,1900,1900,0,0
"78968",99063,"roast prime rib beef and asparagus",NA,2,2,1900,1900,0.3,0.3
"78970",99066,"lobster--broiled, half",NA,2,2,1900,1900,0,0
"78971",99067,"lobster--boiled, half",NA,2,2,1900,1900,0.3,0.3
"78998",99106,"Chipped Beef and Scrambled Eggs",NA,10,10,1905,1917,0.2,0.25
"79001",99109,"Consomme, Romaine",NA,1,1,1900,1900,0,0
"79024",99137,"Queen Fritters, au sabayon",NA,1,1,1900,1900,0.3,0.3
"79027",99140,"Bass Saute, Meuniere",NA,1,1,1900,1900,0.5,0.75
"79037",99160,"Sandeman",NA,5,5,1881,1987,0.75,2
"79038",99161,"Ordinary",NA,2,2,1892,1901,0.4,0.75
"79124",99279,"Prime Rib Beef",NA,2,2,1900,1900,0.15,0.6
"79126",99281,"Roast Loin Pork",NA,1,1,1900,1900,0.15,0.15
"79131",99295,"Ham or Bacon & Eggs",NA,2,3,1906,1969,0.2,2.05
"79140",99313,"Small Fry",NA,4,4,1905,1906,0,0
"79181",99367,"Boiled Beef Horse Radish Sc.",NA,1,1,1900,1900,0.15,0.15
"79184",99370,"Consomme, Maintenon",NA,1,1,1906,1906,0.35,0.6
"79189",99377,"Ham or Corned Beef with Beans",NA,1,1,1900,1900,0,0
"79219",99417,"Pitted Queen Olives",NA,1,1,1896,1896,0,0
"79224",99422,"Lynn Haven",NA,3,3,1895,1896,0.35,0.35
"79242",99447,"Cream of Turnips, Jussienne",NA,1,1,1896,1896,0.5,0.5
"79246",99451,"Bisque of Shrimps. Nantaise",NA,1,1,1896,1896,0,0
"79247",99453,"Duchesse Pudding",NA,2,2,1896,1933,0.35,0.5
"79250",99456,"Chestnut Plombieres",NA,2,2,1895,1896,0,0
"79255",99463,"Cupola Madison",NA,1,1,1896,1896,0.4,0.4
"79256",99467,"Cream Yvette Eclairs",NA,1,1,1896,1896,0,0
"79259",99474,"Macedoine Flan with Rice",NA,1,1,1896,1896,0.25,0.25
"79261",99476,"Fruit Compote with Maraschino",NA,1,1,1896,1896,0.4,0.4
"79266",99482,"Okra, Creole",NA,17,17,1896,1933,0.15,0.6
"79267",99483,"Timbale of Ham",NA,1,1,1896,1896,0.75,0.75
"79268",99484,"Soup--English Beef (Barley)",NA,1,1,1900,1900,0,0
"79269",99485,"Roasts--Prime Ribs Beef",NA,1,1,1900,1900,0.2,0.2
"79270",99486,""" Shoulder Veal Stuffed",NA,1,1,1900,1900,0.2,0.2
"79271",99487,"Breaded Pork Tenderloin Apple Sc",NA,1,1,1900,1900,0.2,0.2
"79272",99489,"Fried Port Tenderloin",NA,1,1,1900,1900,0.2,0.2
"79273",99490,"Hamburger Roast tomato sauce",NA,2,2,1900,1906,0,0
"79274",99491,"Imported Plover",NA,1,1,1896,1896,0.75,0.75
"79275",99492,"Vegetables-- Green Peas",NA,1,1,1900,1900,0.05,0.05
"79277",99494,"Fried Beef Tenderloin",NA,1,1,1900,1900,0.3,0.3
"79279",99496,"Broiled Beef Tenderloin",NA,1,1,1900,1900,0.3,0.3
"79281",99498,"Raw Oysters 1/2 shell, 1 dozen",NA,1,1,1900,1900,0.15,0.15
"79282",99499,"Fried Frankfurters",NA,1,1,1900,1900,0.15,0.15
"79283",99500,"Chicken Squab, Whole",NA,1,1,1896,1896,0,0
"79284",99503,"Fried Pork Tenderloin",NA,1,1,1900,1900,0.2,0.2
"79286",99505,"Fried Beef Kindey",NA,1,1,1900,1900,0.15,0.15
"79287",99507,"3 Eggs, plain",NA,1,1,1900,1900,0.15,0.15
"79290",99510,"Poached or Scrambled Eggs",NA,1,1,1900,1900,0.15,0.15
"79291",99511,"FROGS LEGS IN SHELLS WITH FRESH MUSHROOMS",NA,1,1,1896,1896,0,0
"79293",99513,"pound cake, apple sauce",NA,1,1,1900,1900,0.05,0.05
"79294",99514,"Fried Lamb Kidney",NA,1,1,1900,1900,0.15,0.15
"79295",99515,"SPRING LAMB STEW WITH TURNIPS",NA,1,1,1896,1896,0.8,0.8
"79296",99516,"Apple cake, sweet cider",NA,1,1,1900,1900,0.05,0.05
"79297",99517,"MUTTON CHOPS, GARIBALDI",NA,1,1,1896,1896,0,0
"79298",99518,"lunch """,NA,1,1,1900,1900,0.05,0.05
"79299",99519,"Boiled Frankfurters",NA,2,2,1900,1954,0.15,0.15
"79300",99520,"SWEETBREAD, HENRY VIII",NA,1,1,1896,1896,1.25,1.25
"79301",99521,"Vanilla """,NA,1,1,1900,1900,0.05,0.05
"79302",99522,"Chicken Broth a la Bellavue",NA,1,1,1896,1896,0.8,0.8
"79303",99523,"CHICKEN, TUNISIENNE",NA,1,1,1896,1896,0,0
"79305",99525,"Clam Broth per cup",NA,32,32,1896,1946,0.25,0.3
"79307",99527,"LOIN OF BEEF, SPORTSMAN",NA,1,1,1896,1896,1,1
"79308",99528,"FILET MIGNON, RISTEIN",NA,2,2,1896,1896,0,0
"79309",99529,"Milk, per glass or bowl",NA,3,3,1900,1900,0.05,0.05
"79310",99530,"Fresh Mackerel, Maitre d'Hotel",NA,8,8,1896,1917,0.5,65
"79311",99531,"Conti with croutons",NA,1,1,1906,1906,0.3,0.5
"79312",99532,"fresh pies",NA,1,1,1900,1900,0.05,0.05
"79313",99533,"REED BIRDS, COLUMBUS",NA,1,1,1896,1896,0,0
"79316",99537,"Striped Bass, Corse",NA,1,1,1896,1896,0.8,0.8
"79317",99538,"Alaska Salmon",NA,1,1,1900,1900,0.25,0.25
"79318",99539,"Perch, Polonais",NA,1,1,1896,1896,0.7,0.7
"79320",99541,"Russian Cavear",NA,1,1,1900,1900,0.5,0.5
"79321",99542,"Trout au Bleu",NA,5,5,1896,1961,0.65,0.9
"79322",99543,"Imported Olives",NA,1,1,1900,1900,0.25,0.25
"79326",99547,"Artichokes with fresh mushrooms",NA,1,1,1896,1896,0.5,0.5
"79330",99551,"Crullers and Milk",NA,1,1,1900,1900,0.1,0.1
"79332",99553,"New White Squash",NA,1,1,1896,1896,0.5,0.5
"79337",99558,"Broiled Oysters and Toast",NA,1,1,1900,1900,0.3,0.3
"79340",99563,"Omelet, Helvetia",NA,1,1,1906,1906,0.5,0.5
"79341",99566,"Poached eggs in red wine",NA,1,1,1906,1906,0,0
"79343",99569,"Olives farcies Reine",NA,1,1,1896,1896,0.3,0.3
"79345",99574,"Cornichons Petit-Poucet",NA,3,3,1896,1905,0.2,0.25
"79346",99575,"Rice Croquettes with Maraschino",NA,1,1,1896,1896,0.5,0.5
"79349",99579,"Celery braise",NA,12,12,1895,1938,0.3,0.5
"79352",99582,"Canapé de Sardines",NA,6,6,1896,1907,0.3,0.5
"79354",99585,"Cardons",NA,5,5,1896,1906,0,0.6
"79355",99587,"Stuffed Hothouse Tomatoes",NA,1,1,1896,1896,0.75,0.75
"79359",99592,"Flan aux Pommes",NA,2,2,1896,1932,0,0.2
"79360",99593,"Sorbet Bénédéctine",NA,1,1,1896,1896,0.3,0.3
"79361",99595,"Bisque de Crevette, Nantaise",NA,1,1,1896,1896,0,0
"79364",99598,"Creme de Navets, Jussienne",NA,1,1,1896,1896,0.5,0.5
"79367",99603,"Gateâux de fraises",NA,1,1,1896,1896,0.5,0.5
"79371",99607,"Gelée Tunisienne",NA,1,1,1896,1896,0,0
"79372",99608,"Consomme de Volaille à la Bellevue par tasse",NA,1,1,1896,1896,0.4,0.8
"79373",99609,"Coupole Madison",NA,1,1,1896,1896,0.4,0.4
"79374",99610,"Clam Broth par tasse",NA,4,4,1896,1912,0.25,0.3
"79378",99615,"Eclairs Crême Yvette",NA,1,1,1896,1896,0.25,0.25
"79380",99618,"Soufflé aux Fraises",NA,1,1,1896,1896,0,0
"79383",99621,"Flan Macédoine au Riz",NA,1,1,1896,1896,0.25,0.25
"79384",99622,"Compote de fruits au Marasquin",NA,1,1,1896,1896,0.4,0.4
"79387",99625,"Chinois au Jus",NA,2,2,1896,1897,0.4,0.4
"79395",99640,"Raw Clams 1/2 shell, 1 dozen",NA,1,1,1900,1900,0.15,0.15
"79399",99644,"Plombières aux Marrons",NA,1,1,1896,1896,0.4,0.4
"79401",99646,"Flounder sur le plat, with shallots",NA,1,1,1906,1906,0,0
"79403",99649,"Bluefish in butter, Maitre d'Hotel",NA,1,1,1906,1906,0.6,0.6
"79405",99651,"Pouding Duchesse",NA,1,1,1896,1896,0.3,0.3
"79406",99652,"Kingfish au gratin",NA,2,2,1906,1906,0,0
"79407",99653,"Frogs' legs and chives",NA,1,1,1906,1906,1.25,1.25
"79411",99657,"Glaceaux aux fraises fraiches",NA,1,1,1896,1896,0,0
"79412",99658,"Baked lobster in shell",NA,2,2,1900,1906,1,1.25
"79414",99660,"Canard Canvasback",NA,1,1,1896,1896,4,4
"79415",99662,"Peach ice",NA,5,5,1900,1937,0.2,0.25
"79416",99664,"Carbonnade of port, mironton",NA,1,1,1906,1906,0,0
"79417",99665,"Turkey cutlets, Macédoine",NA,1,1,1906,1906,0.7,1.25
"79419",99667,"Pommes de terre. Bibi",NA,1,1,1896,1896,0.3,0.3
"79420",99668,"Mutton chops, Pattard",NA,1,1,1906,1906,0.75,0.75
"79421",99669,"Escalopes of veal, Vienna stylw",NA,1,1,1906,1906,0,0
"79422",99672,"Kidneys, Turbigo",NA,3,3,1905,1906,0.45,0.8
"79423",99673,"Piments verts",NA,1,1,1896,1896,0.6,0.6
"79424",99674,"Tomates de serre farcies",NA,1,1,1896,1896,0.75,0.75
"79426",99678,"Pluvier Importé",NA,1,1,1896,1896,1,1
"79427",99679,"Perdreau Anglais",NA,1,1,1896,1896,0.75,0.75
"79428",99680,"Asperges Française",NA,2,2,1896,1905,0,0
"79431",99683,"Fonds d'Artichaut au champignons frais",NA,1,1,1896,1896,0.6,0.6
"79432",99684,"Betteraves nouvelles",NA,1,1,1896,1896,0.3,0.3
"79433",99685,"Gombaut passée",NA,1,1,1896,1896,0,0
"79434",99686,"Oignons Bermuda",NA,1,1,1896,1896,0.3,0.3
"79435",99687,"Gombaut Créole",NA,1,1,1896,1896,0.6,0.6
"79437",99689,"Artichaut frais",NA,14,14,1896,1914,0.6,0.6
"79438",99691,"Timbale de Jambon",NA,2,2,1896,1946,0.75,0.75
"79439",99693,"Bass Rayée à la Corse",NA,1,1,1896,1896,0,0
"79440",99694,"Courge blanche nouveaux",NA,1,1,1896,1896,0,0
"79441",99695,"Truite au Bleu",NA,12,12,1896,1968,0,0
"79442",99696,"Maquereau Frais, Maître d'Hôtel",NA,1,1,1896,1896,0,0
"79443",99697,"Perche, Polonaise",NA,1,1,1896,1896,70,70
"79444",99699,"Croquettes de Riz au Marasquin",NA,1,1,1896,1896,0,0
"79445",99700,"Oeufs d'Alose",NA,1,1,1896,1896,0.5,0.5
"79446",99703,"Ragout D'Agneau du Printempx Aux Navets",NA,1,1,1896,1896,0.8,0.8
"79447",99704,"Pralin mousse",NA,2,2,1906,1906,0.35,0.35
"79448",99705,"Contrefilet, sportsman",NA,1,1,1896,1896,1,1
"79449",99706,"Cotelette de Mouton, Garibaldi",NA,1,1,1896,1896,0,0
"79450",99707,"Pineapple cake",NA,3,3,1906,1941,0.15,0.25
"79451",99708,"Ortolans, Columbus",NA,1,1,1896,1896,1,1
"79452",99709,"Fedora glace",NA,1,1,1906,1906,0.35,0.35
"79453",99710,"Dent-de-lion",NA,1,1,1896,1896,0.4,0.4
"79454",99711,"Ris-de-veau, Henry VIII",NA,1,1,1896,1896,1.25,1.25
"79455",99712,"Chocolate meringue",NA,1,1,1906,1906,0.3,0.3
"79456",99713,"Coquille de Grenouilles au Champignon Frais",NA,1,1,1896,1896,0,0
"79457",99714,"Rôti d'Agneau, du printemps, sauce Menthe",NA,1,1,1896,1896,1,1
"79458",99715,"Poulet, Tunisiene",NA,1,1,1896,1896,1.25,1.25
"79459",99716,"Rôti de Mouton",NA,2,2,1896,1897,0.5,0.5
"79460",99717,"Agneau rôti",NA,1,1,1896,1896,0.65,0.65
"79461",99721,"Rôti de Dinde",NA,2,2,1896,1897,1,1
"79462",99722,"Anglais",NA,5,5,1896,1914,0.15,0.25
"79463",99724,"Baked turnips in cream",NA,9,9,1905,1906,0,0
"79464",99725,"Poulet de serre",NA,1,1,1896,1896,1.5,1.5
"79465",99726,"Crême Philadelphie",NA,3,3,1896,1905,0.15,0.25
"79469",99733,"Omelette Helvetique",NA,1,1,1906,1906,0.5,0.5
"79470",99734,"Oeufs poches au vin rouge",NA,1,1,1906,1906,0.6,0.6
"79475",99746,"Bombe Mireille",NA,5,5,1905,1918,0.4,0.5
"79476",99747,"Bluefish au beurre Maitre d'Hotel",NA,1,1,1906,1906,0.6,0.6
"79477",99749,"Mousse au pralin",NA,2,2,1906,1906,0.35,0.35
"79478",99750,"Glace Fedora",NA,1,1,1906,1906,0,0
"79479",99751,"Meringues au chocolat",NA,1,1,1906,1906,0.3,0.3
"79480",99752,"Gateau d'ananas",NA,1,1,1906,1906,0.25,0.25
"79495",99771,"Vinaigrette, Suisse",NA,6,6,1906,1906,0.4,40
"79498",99774,"Tomatoes, Ligurian",NA,3,3,1906,1906,0.4,0.4
"79499",99775,"Arlesian omelet",NA,1,1,1906,1906,0.6,0.6
