"","id","name","description","menus_appeared","times_appeared","first_appeared","last_appeared","lowest_price","highest_price"
"77133",96859,"Malossal Caviar",NA,2,2,1907,1907,1.25,1.25
"77175",96903,"Consomme Martha",NA,10,10,1907,1933,0.25,0.4
"77181",96911,"COLD - Consomme in cup",NA,1,1,1907,1907,0.25,0.25
"77185",96915,"Poached eggs, Aurora",NA,3,3,1906,1906,0.5,0.6
"77190",96921,"Frog Legs a la Newburg",NA,1,1,1907,1907,1,1
"77191",96923,"Flounder with fleurons",NA,4,4,1906,1906,0,0
"77196",96930,"Sea Bass boiled, sauce fines herbes",NA,1,1,1907,1907,0.65,0.65
"77206",96942,"Bermuda Tomatoes",NA,1,1,1906,1906,0.3,0.3
"77207",96943,"Minced Chicken a la King",NA,18,19,1907,1955,0.65,3
"77211",96947,"Tripe, poulette",NA,2,2,1906,1906,0.4,0.75
"77212",96949,"Squab chicken en cocotte, Bonne-femme",NA,2,2,1906,1906,1.75,1.75
"77215",96952,"English Mutton Chop, Julienne potatoes",NA,2,2,1900,1907,0.5,0.65
"77217",96954,"Roast Stuffed Duckling, half",NA,1,1,1907,1907,0.9,0.9
"77220",96957,"Roast Imperial squab",NA,6,6,1905,1906,1.25,125
"77223",96960,"Fresh Mushrooms a la creme",NA,2,2,1906,1907,1,1
"77229",96968,"Sweetbread a l'Eugenie",NA,1,1,1907,1907,0,0
"77240",96980,"Westphalian Ham with Asparagus",NA,8,8,1907,1914,0.6,0.75
"77247",97002,"New Green Asparagus, Hollandaise",NA,2,2,1907,1926,0.55,0.75
"77248",97010,"Affen - Bouillon",NA,1,1,1893,1893,0,0
"77289",97065,"Berries with Ice Cream",NA,1,1,1907,1907,0.4,0.4
"77300",97083,"St. Loubes",NA,2,2,1881,1884,0.4,1
"77301",97084,"Vin, ordinaire",NA,1,1,1884,1884,0.4,0.75
"77302",97085,"Cantaloupe with ice cream",NA,1,1,1907,1907,0.5,0.9
"77325",97110,"Elite Camembert",NA,3,3,1905,1907,0.15,0.25
"77352",97143,"Potatoes:-Baked",NA,1,1,1905,1905,0.1,0.1
"77356",97147,"Potatoes:-Mashed",NA,1,1,1905,1905,0.1,0.1
"77363",97154,"Potatoes:- Boiled",NA,1,1,1905,1905,0.1,0.1
"77365",97156,"Potatoes:- Saute",NA,1,1,1905,1905,0.15,0.15
"77367",97159,"Potatoes:- Lyonnaise",NA,1,1,1905,1905,0.15,0.15
"77369",97161,"Potatoes:- Saratoga",NA,1,1,1905,1905,0.15,0.15
"77370",97163,"POTATOES:-Julienne",NA,1,1,1905,1905,0.15,0.15
"77371",97164,"POTATOES:- French fried",NA,1,1,1905,1905,0,0
"77372",97165,"POTATOES:- Hashed in cream",NA,1,1,1905,1905,0.2,0.2
"77373",97166,"POTATOES:- Au gratin",NA,1,1,1905,1905,0.25,0.25
"77374",97168,"Potato salad with onions",NA,3,3,1905,1940,0.15,0.2
"77380",97174,"Fresh raspberry pudding",NA,1,1,1905,1905,0,0
"77381",97175,"Meringue blackberry tarts",NA,1,1,1905,1905,0.2,0.2
"77382",97176,"Columbia maraschino jelly",NA,1,1,1905,1905,0.2,0.2
"77383",97177,"Cold rice pudding, whipped cream",NA,2,2,1905,1906,0.15,0.25
"77384",97178,"Vanilla eclairs, each",NA,1,1,1905,1905,0.1,0.1
"77385",97179,"Chocolate eclairs, each",NA,1,1,1905,1905,0,0
"77386",97180,"Coffee eclairs, each",NA,1,1,1905,1905,0.1,0.1
"77401",97195,"Antilopenherz",NA,1,1,1893,1893,0,0
"77405",97199,"Vichy Mineral Water",NA,4,4,1900,1939,0.1,0.5
"77411",97205,"Kameelrucken",NA,1,1,1893,1893,0,0
"77414",97208,"Filet von Zebra",NA,1,1,1893,1893,0,0
"77437",97231,"Crab Meat with Curry",NA,1,1,1905,1905,1,1
"77441",97235,"Filets of Sole, St. Nazaire",NA,1,1,1905,1905,0.5,0.85
"77448",97242,"Kingfish, Soto Maior",NA,1,1,1905,1905,0,0
"77450",97244,"Cold Mousse of Chicken, sur socle",NA,1,1,1905,1905,1,1
"77451",97245,"Plain Drinks",NA,2,2,1892,1905,0.13,0.2
"77452",97246,"Wellesley Farm Milk Pig, Cumberland sauce",NA,1,1,1905,1905,0,0
"77453",97247,"Duck with Oranges",NA,1,1,1905,1905,1.25,1.25
"77454",97248,"Filet of Hare, German style",NA,1,1,1905,1905,1,1
"77455",97249,"Tournedos of Fillet, Bayard",NA,2,2,1905,1913,0.8,1.5
"77456",97250,"Chicken saute, Archduc",NA,1,1,1905,1905,1.25,1.25
"77457",97251,"Nonpareille of Lamb, Loie Fuller",NA,1,1,1905,1905,0.6,1
"77458",97254,"Sweetbreads, Royal",NA,1,1,1905,1905,0,0
"77459",97255,"Rice Birds, Paysanne",NA,1,1,1905,1905,0.8,0.8
"77460",97257,"Trained honey",NA,1,1,1905,1905,0.3,0.3
"77461",97258,"Potatoes, Chamounix",NA,1,1,1905,1905,0.2,0.3
"77463",97260,"Puree of Turnips",NA,5,5,1905,1962,0.25,0.4
"77464",97261,"Dixie salad",NA,3,3,1905,1915,0.4,0.6
"77465",97262,"Coffee Souffle Pudding",NA,1,1,1905,1905,0.25,0.4
"77466",97263,"Peach Timbale",NA,1,1,1905,1905,0.4,0.4
"77467",97264,"Chartreuse aux pommes",NA,1,1,1905,1905,0.4,0.4
"77468",97265,"Cocoanut Souffle",NA,1,1,1905,1905,0.5,0.5
"77469",97266,"Pond Lilly glacee",NA,1,1,1905,1905,0,0
"77470",97267,"Biscuit glacee, Bellevue",NA,1,1,1905,1905,0.3,0.3
"77471",97268,"Gorillaleber",NA,1,1,1893,1893,0,0
"77472",97269,"Congo-Schnitzel",NA,1,1,1893,1893,0,0
"77473",97271,"Hyanen-Beefsteak",NA,1,1,1893,1893,0,0
"77474",97272,"Zitteraal",NA,1,1,1893,1893,0,0
"77476",97274,"Filet a la Tippo-Tipp",NA,1,1,1893,1893,0,0
"77477",97275,"Papageien-Ragout",NA,1,1,1893,1893,0,0
"77478",97276,"Stachelschweinbraten",NA,1,1,1893,1893,0,0
"77479",97278,"Nilpferdschnittcken",NA,1,1,1893,1893,0,0
"77480",97279,"Salzfisch",NA,1,1,1893,1893,0,0
"77481",97280,"Salzfischsalat",NA,1,1,1893,1893,0,0
"77482",97281,"Gazellenaugen",NA,1,1,1893,1893,0,0
"77483",97282,"Senegalkase",NA,1,1,1893,1893,0,0
"77484",97283,"Wurstchen vom Nilpferd",NA,1,1,1893,1893,0,0
"77485",97284,"Hayfischcaviar",NA,1,1,1893,1893,0,0
"77486",97285,"Weiner Schnitzel, breaded",NA,1,1,1901,1901,0,0
"77487",97286,"Potatoes Hashed Brown au gratin",NA,1,1,1901,1901,0,0
"77488",97287,"Potatoes German fried or saute",NA,1,1,1901,1901,0,0
"77489",97288,"Omelet, cheese or ham",NA,1,1,1901,1901,0.3,0.3
"77490",97289,"Strawberry tartlette",NA,1,1,1901,1901,0.1,0.1
"77491",97290,"Apple tartlette",NA,1,1,1901,1901,0.1,0.1
"77492",97291,"Rhubard Tartlette",NA,1,1,1901,1901,0.1,0.1
"77493",97293,"Straussenbraten",NA,1,1,1893,1893,0,0
"77499",97299,"Ice cream per pt",NA,1,1,1901,1901,0.25,0.25
"77500",97300,"Ice cream per qt",NA,1,1,1901,1901,0.4,0.4
"77501",97301,"Indian meal mush, with cream",NA,1,1,1901,1901,0.2,0.2
"77502",97302,"Rice or hominy with cream",NA,1,1,1901,1901,0.2,0.2
"77504",97304,"Feigen",NA,1,1,1893,1893,0,0
"77505",97305,"Palmbutter",NA,1,1,1893,1893,0,0
"77506",97307,"Schlangeneier",NA,1,1,1893,1893,0,0
"77514",97316,"Veloutine de homard",NA,4,4,1905,1906,0.35,0.6
"77518",97325,"Negerfutter a la Stanley",NA,1,1,1893,1893,0,0
"77519",97326,"Palmwein",NA,1,1,1893,1893,0,0
"77520",97327,"Somaliwein",NA,1,1,1893,1893,0,0
"77521",97328,"Nilwasser",NA,1,1,1893,1893,0,0
"77522",97329,"Arlesian",NA,3,3,1906,1906,0.45,0.8
"77585",97400,"Cassolettes Lucullus",NA,2,2,1906,1907,0.75,0.75
"77594",97419,"Corned beef hash, one poached egg",NA,1,1,1900,1900,0,0
"77595",97420,"Boiled salt mackerl",NA,1,1,1905,1905,0.4,0.7
"77596",97421,"Brace of veal chops",NA,1,1,1900,1900,0.3,0.3
"77597",97422,"Imported Norway bloaters",NA,1,1,1905,1905,0.35,0.6
"77598",97423,"Hashed, browned potatoes",NA,2,2,1900,1900,0.1,0.1
"77599",97424,"Escalopes of sweetbread",NA,1,1,1905,1905,0,0
"77600",97425,"Vienna chicken",NA,2,2,1900,1907,0.5,0.5
"77601",97426,"Roast lamb with potato salad",NA,1,1,1900,1900,0.25,0.25
"77602",97427,"Ham with potatoe salad",NA,1,1,1900,1900,0.25,0.25
"77603",97428,"Smoked beef tongue with potato salad",NA,2,2,1900,1954,0,0
"77604",97429,"Lamb's tongue with potato salad",NA,1,1,1900,1900,0.15,0.15
"77618",97445,"Tripe stew",NA,2,2,1900,1985,0.2,0.2
"77620",97448,"Stewed tripe to order",NA,1,1,1900,1900,0,0
"77629",97473,"Postum cereal coffee, with pitcher of cream, 5c extra",NA,1,1,1900,1900,0.1,0.1
"77630",97474,"Chocolate, with pitcher of cream, 5c. extra",NA,2,2,1900,1900,0.1,0.15
"77631",97475,"Coffee with pitcher of cream, 5c. extra",NA,1,1,1900,1900,0,0
"77632",97476,"Tea, with pitcher of cream, 5c. extra",NA,1,1,1900,1900,0.1,0.15
"77633",97477,"Vienna Coffee, with pitcher of cream, 5c.extra",NA,1,1,1900,1900,0.15,0.15
"77634",97478,"Smith & McNell's Sweet Home-made concord",NA,1,1,1900,1900,0.1,0.6
"77635",97479,"Smith & McNell's Medium Home-made concord",NA,1,1,1900,1900,0,0
"77636",97480,"Smith & McNell's Concord Claret",NA,1,1,1900,1900,0.05,0.4
"77637",97481,"Smith & McNell's Sweet Home-made Catawba",NA,1,1,1900,1900,0.1,0.6
"77639",97483,"Smith & McNell's Sweet Home-made Isabella",NA,1,1,1900,1900,0,0
"77641",97485,"Neiersteiner",NA,2,2,1900,1901,0.4,1.5
"77642",97486,"Barton & Guestier Macon",NA,1,1,1900,1900,0.6,0.6
"77643",97487,"Barton & Guestier Bordeaux",NA,1,1,1900,1900,0.6,0.6
"77644",97488,"V.O.P Brandy",NA,1,1,1900,1900,0.1,0.3
"77645",97489,"Old Duncan Whiskey, glass",NA,1,1,1900,1900,0,0
"77694",97541,"Chicken Hash, Browned, Poached Egg",NA,2,2,1901,1901,0.5,0.5
"77725",97589,"Rice, Creole",NA,5,5,1906,1965,0.25,50
"77737",97601,"Basse de mer Nimoise",NA,3,3,1906,1906,0.9,0.9
"77744",97608,"Potage Creme Marie Antoinette",NA,1,1,1905,1905,0,0
"77745",97609,"Potage La Cressonniere",NA,1,1,1905,1905,0.5,0.5
"77746",97610,"Potage Veloutine Normande",NA,1,1,1905,1905,0.6,0.6
"77747",97611,"Bass de mer a l'Anglaise",NA,1,1,1905,1905,0.85,0.85
"77748",97612,"Troncons d'halibut Bonne-femme",NA,2,2,1905,1906,0.5,0.9
"77749",97613,"Kingfish Duglere",NA,3,3,1905,1933,0.5,1
"77750",97614,"Homard saute aux fines herbes",NA,1,1,1905,1905,0,0
"77751",97615,"Rouelle de veau Milanaise",NA,1,1,1905,1905,0.9,0.9
"77752",97616,"Cotes d'agneau sautees aux pois nouveaux",NA,1,1,1905,1905,1,1
"77753",97617,"Croustades Cardinal",NA,1,1,1905,1905,0.75,0.75
"77754",97618,"Medaillons de boeuf Rejane",NA,1,1,1905,1905,2,2
"77755",97619,"Poulet en cocotte Mascotte",NA,1,1,1905,1905,2.75,2.75
"77756",97620,"Supremes de pintade aux champignons",NA,1,1,1905,1905,0,0
"77757",97621,"Chapon Rots",NA,1,1,1905,1905,4,4
"77758",97622,"Caneton rots",NA,1,1,1905,1905,2.5,2.5
"77759",97623,"Poussin rots",NA,1,1,1905,1905,1.25,1.25
"77760",97624,"Rots Poulet de grain",NA,1,1,1905,1905,2.5,2.5
"77761",97625,"Pigeonneau rots",NA,1,1,1905,1905,1,1
"77762",97626,"Pigeonneau Imperial rots",NA,1,1,1905,1905,0,0
"77763",97627,"Dindonneau rots",NA,1,1,1905,1905,4,4
"77764",97628,"Pintadon rots",NA,1,1,1905,1905,2,2
"77765",97629,"Gateau Lima",NA,1,1,1905,1905,0.25,0.25
"77766",97630,"Croutes aux peches",NA,1,1,1905,1905,0,0
"77767",97631,"Bombe Fedora",NA,4,4,1905,1919,0.4,0.5
"77768",97632,"Parfait a la vanille",NA,2,2,1905,1906,0.35,0.35
"77769",97633,"Sorbet au Porto",NA,4,4,1905,1916,0.4,0.45
"77775",97639,"Pineapple fritters, to order",NA,3,3,1900,1908,0.15,0.15
"77781",97645,"Bass's Stout on draught, toby",NA,1,1,1900,1900,0,0
"77782",97646,"Bass's Stout on draught, mug",NA,1,1,1900,1900,0.1,0.1
"77783",97647,"Bass's Stout on draught, glass",NA,1,1,1900,1900,0.1,0.1
"77784",97648,"Congress Spring Water per bottle",NA,1,1,1900,1900,0.2,0.2
"77785",97649,"Hathorn Spring Water per bottle",NA,1,1,1900,1900,0,0
"77786",97650,"Hunyadi Janos Water, per glass",NA,1,1,1900,1900,0.05,0.05
"77787",97651,"Vichy Water, per glass",NA,2,2,1900,1916,0.05,0.1
"77789",97653,"Werner's Champagne, Half Pints",NA,1,1,1900,1900,0.25,0.25
"77790",97654,"Werner's Champagne, Pints",NA,1,1,1900,1900,0,0
"77791",97655,"Werner's Champagne, Quarts",NA,1,1,1900,1900,1,1
"77801",97675,"Saumon, sauce Hollandaise",NA,2,2,1891,1900,0.75,0.75
"77802",97678,"Bananen, balagt",NA,1,1,1893,1893,0,0
"77803",97679,"Lindorkase",NA,1,1,1893,1893,0,0
"77804",97680,"Oasenkase",NA,1,1,1893,1893,0,0
"77805",97681,"Datteln",NA,1,1,1893,1893,0,0
"77806",97682,"Eis vom Kilimandscharo",NA,1,1,1893,1893,0,0
"77818",97694,"1893 Chat. Couloumey Casseuil",NA,1,1,1901,1901,0,0
"77819",97695,"1893 Chat. Latour de Mons, leicht",NA,1,1,1901,1901,0,0
"77820",97697,"1893 Chat. Brillette",NA,1,1,1901,1901,0,0
"77821",97698,"1890 Chat. Parempuyre, voll",NA,1,1,1901,1901,0,0
"77822",97699,"1889 Chat. Haut Galon, leicht",NA,1,1,1901,1901,0,0
"77823",97700,"1888 Chat. Smith Haut Lafite",NA,1,1,1901,1901,0,0
"77824",97701,"1891 Chat. Desmirail Margaux, Schlossstempel",NA,1,1,1901,1901,0,0
"77825",97702,"1891 Chat Couleau Poujeaux",NA,1,1,1901,1901,0,0
"77826",97703,"1877 Chat. Durfort",NA,1,1,1901,1901,0,0
"77827",97704,"1875 Chat. Skinner, voll",NA,1,1,1901,1901,0,0
"77828",97705,"1874 Chat. Leoville Barton",NA,1,1,1901,1901,0,0
"77829",97706,"1869 Lafite",NA,1,1,1901,1901,0,0
"77830",97707,"1871 Cjat. Mouton Rothschild, Schloss Abz.",NA,1,1,1901,1901,0,0
"77831",97708,"Cocosnussmilch",NA,1,1,1893,1893,0,0
"77832",97709,"1875 Chat. Latour, Schloss Abzug",NA,1,1,1901,1901,0,0
"77834",97711,"1895 Hochheimer",NA,1,1,1901,1901,0,0
"77837",97714,"1895 Liebfraumilch",NA,1,1,1901,1901,0,0
"77838",97715,"1868 Marcobrunner von Manskopf Sarasin",NA,1,1,1901,1901,0,0
"77839",97716,"1897 Sennheimer",NA,1,1,1901,1901,0,0
"77840",97717,"1893 Berncastler Eich",NA,1,1,1901,1901,0,0
"77841",97718,"1895 Oberemmeler Rosenberg",NA,1,1,1901,1901,0,0
"77842",97719,"Moet et Chandon blanc sec et white Star",NA,1,1,1901,1901,0,0
"77843",97720,"L. Roederer grand vin sec",NA,3,3,1891,1905,0,4
"77844",97721,"Heidsieck & Co. sec",NA,1,1,1901,1901,0,0
"77845",97722,"Ayala & Co., Qualitat dry",NA,1,1,1901,1901,0,0
"77846",97723,"Deutz & Geldermann grand vin Cabinet",NA,1,1,1901,1901,0,0
"77847",97724,"Bisinger & Co., carte blanche",NA,1,1,1901,1901,0,0
"77848",97725,"Kupferberg Kaisersect",NA,1,1,1901,1901,0,0
"77850",97727,"Henkell Sect, trocken",NA,1,1,1901,1901,0,0
"77851",97728,"Tea, cup with cream",NA,1,1,1905,1905,0.15,0.15
"77876",97755,"L. Roederer, Carte Blanche",NA,5,5,1881,1916,1.75,5.5
"77888",97773,"Pouding Gorouflo",NA,2,2,1906,1906,0.3,0.5
"77892",97777,"Parfait Marquis",NA,3,3,1906,1917,0.35,0.45
"77896",97782,"English snipe, roast",NA,1,1,1884,1884,0.55,0.55
"77899",97786,"English shipe, broiled",NA,1,1,1884,1884,0.55,0.55
"77902",97789,"Lobster salad half",NA,1,1,1884,1884,0,0
"77926",97819,"Small Spring Chicken",NA,1,1,1884,1884,1.2,1.2
"77930",97823,"Strawberry pudding, hard sauce",NA,1,1,1884,1884,0,0
"77931",97824,"Strawberry pudding, wine sauce",NA,1,1,1884,1884,0.25,0.25
"77948",97842,"Tureen of duckling",NA,1,1,1905,1905,0.6,1
"77950",97846,"Fresh canned peaches",NA,1,1,1884,1884,0.3,0.3
"77951",97847,"French coffee demi tasse",NA,1,1,1884,1884,0.15,0.15
"77967",97864,"Eggs, browner butter",NA,1,1,1905,1905,0.35,0.35
"77996",97903,"Bomb, Mireille",NA,2,2,1906,1906,0,0
"77997",97904,"Theodora glace",NA,2,2,1906,1906,0.35,0.35
"77998",97905,"Jamaica sherbet",NA,21,21,1906,1944,0.25,0.4
"78001",97908,"Lamb chops a la soubise",NA,1,1,1884,1884,0.45,0.7
"78004",97911,"Lamb chops in paper",NA,1,1,1884,1884,0.5,0.75
"78006",97913,"English Quail Larded",NA,1,1,1900,1900,0.75,0.75
"78007",97915,"Mutton chops, sauce piquante",NA,1,1,1884,1884,0.4,0.6
"78008",97918,"Sweetbread en vol-au-vent",NA,3,3,1884,1900,0.8,1
"78010",97920,"Sweetbread a la jardiniere",NA,3,3,1884,1900,0.85,1
"78012",97922,"Sweetbread with spinach",NA,1,1,1884,1884,0.8,0.8
"78015",97925,"Fricandeau of veal, larded",NA,1,1,1884,1884,0.6,0.6
"78016",97926,"Shanley Salad",NA,2,2,1900,1917,0.3,0.4
"78017",97928,"Fricandeau of veal, tomato sauce",NA,2,2,1884,1892,0.7,0.7
"78019",97930,"Fricandeau of veal, puree of potato",NA,1,1,1884,1884,0.75,0.75
"78021",97932,"Fricandeau of veal, a la soubise",NA,1,1,1884,1884,0.75,0.75
"78026",97937,"Veal cutlet a la Milanaise",NA,7,7,1884,1917,0.45,0.75
"78027",97938,"Bisque Shanley",NA,1,1,1900,1900,0.25,0.25
"78028",97939,"Veal chops in paper",NA,1,1,1884,1884,0.7,0.7
"78031",97945,"Calf's head, Madeira",NA,1,1,1884,1884,0.65,0.65
"78037",97954,"Supreme de volaille, au Dauphin",NA,1,1,1884,1884,0,0
"78038",97955,"Supreme de volaille, a l'ecariate",NA,1,1,1884,1884,1.5,1.5
"78039",97958,"Filet de volaille, a l'Imperiale",NA,1,1,1884,1884,0,0
"78041",97961,"Chicken saute, au Marengo",NA,1,1,1884,1884,1.9,1.9
"78042",97962,"Chicken en vol-au-vent",NA,2,2,1884,1900,0.6,1.25
"78044",97965,"Chicken a la Toulouse",NA,1,1,1884,1884,1.5,1.5
"78045",97966,"Chicken a la financiere",NA,2,2,1884,1899,1.5,1.5
"78046",97967,"Chicken croquettes, a la royale",NA,1,1,1884,1884,1,1
"78048",97971,"Chicken saute, a la Creole",NA,1,1,1884,1884,1.6,1.6
"78049",97973,"Large Broiled Live Lobster",NA,1,1,1900,1900,0,0
"78050",97974,"Chicken fricassee, plain",NA,7,7,1884,1914,0.7,1.5
"78051",97977,"Stewed Tripe, Shanley",NA,1,1,1900,1900,0.75,0.75
"78052",97979,"Chicken bouches, a la Reine",NA,1,1,1884,1884,1,1
"78053",97980,"Chicken livers on spit, maitre d'hotel",NA,1,1,1884,1884,0,0
"78054",97982,"Steak, with potatoes",NA,1,1,1884,1884,0.65,0.65
"78055",97984,"Steak, with onions",NA,1,1,1884,1884,0.65,0.65
"78056",97985,"Half Broiled Spring Turkey",NA,2,2,1900,1900,1.25,1.5
"78057",97989,"Sirloin steak au maitre d'hotel",NA,1,1,1884,1884,0.8,0.8
"78058",97990,"Pharaonenbrau",NA,1,1,1893,1893,0,0
"78059",97994,"Sirloin steak with cresses",NA,1,1,1884,1884,0.8,0.8
"78061",98002,"Tenderloin steak Madeira sauce",NA,1,1,1884,1884,1.1,1.1
"78062",98003,"Tenderloin steak olives",NA,1,1,1884,1884,1.1,1.1
"78063",98005,"Tenderloin steak a la financiere",NA,1,1,1884,1884,1.5,1.5
"78065",98010,"Perrier-Jouet, Special Champagne",NA,3,3,1900,1900,1.75,3.5
"78066",98011,"Perrier-Jouet, Reserve, Dry champagne",NA,2,2,1900,1900,1.75,3.5
"78067",98012,"G.H. Mumm's Extra Dry champagne",NA,7,7,1900,1917,1.75,5.5
"78068",98013,"Moet & Chandon Brut Imperial champagne",NA,4,4,1900,1964,0,0
"78069",98014,"Dry Monopole, Extra champagne",NA,3,3,1900,1900,1.75,3.5
"78070",98015,"Monopole, Club Dry champagne",NA,4,4,1900,1901,1.75,4.5
"78071",98016,"Clicquot, Yellow Label champagne",NA,27,27,1900,1941,0.6,7
"78072",98017,"Chas. Heidsieck, B.L. champagne",NA,1,1,1900,1900,1.75,3.5
"78073",98018,"Piper Heidsieck, Sec. W.L. champagne",NA,1,1,1900,1900,1.5,3
"78074",98019,"Vin Ordinaire (Imp. & bot. by Hot. Empire) claret",NA,1,1,1900,1900,0.3,0.5
"78075",98020,"St. Marc claret",NA,1,1,1900,1900,0.5,1
"78076",98021,"Fronsac, J. Calvet and Co. claret",NA,1,1,1900,1900,0.5,1
"78077",98022,"St. Emilion J. Calvet and Co., claret",NA,1,1,1900,1900,0.65,1.25
"78078",98023,"Chateau de Montyls J. Calvet and Co. claret",NA,1,1,1900,1900,0.75,1.5
"78079",98024,"Chateau Margaux, 1874 J Calvet and Co. claret",NA,1,1,1900,1900,0,0
"78080",98025,"Floirac, Barton and Guestler claret",NA,1,1,1900,1900,0.65,1.75
"78081",98026,"St. Julien Barton and Guestier claret ",NA,1,1,1900,1900,0.65,1.75
"78082",98027,"Crab flakes a la Newburg",NA,7,7,1900,1947,0.7,75
"78083",98028,"Chateau Batailley Barton and Guestier claret",NA,1,1,1900,1900,0,0
"78084",98029,"Montferrand, Boshamer Leon and Co. claret",NA,1,1,1900,1900,0,0
"78085",98030,"St. Estephe Boshamer Leon and Co. claret",NA,1,1,1900,1900,0.5,1.25
"78086",98031,"Ponted Canet Boshamer Leon and Co. claret",NA,1,1,1900,1900,1,2
"78087",98032,"Filet of sole, a la orly",NA,1,1,1884,1884,0.6,0.6
"78088",98033,"Codfish broiled, maitre d'hotel",NA,1,1,1884,1884,0,0
"78089",98034,"Barsac (Hot Empire) Sauternes",NA,1,1,1900,1900,0.65,1.25
"78090",98035,"Dutch herring, broiled",NA,1,1,1884,1884,0.25,0.25
"78091",98036,"Sauternes Premieres Hot Empire Sauternes",NA,1,1,1900,1900,0.75,1.5
"78092",98037,"Conn. River broiled shad.",NA,1,1,1884,1884,0.3,0.3
"78093",98038,"Graves Calvet and Co. Sauterne",NA,1,1,1900,1900,0,0
"78094",98039,"Dutch herring boiled",NA,1,1,1884,1884,0.25,0.25
"78095",98040,"Haut Sauternes Calvet and Co.",NA,1,1,1900,1900,1,2
"78097",98042,"Cabinet Pudding, Shanley",NA,1,1,1900,1900,0,0
"78098",98043,"Conn. River broiled shad with roe",NA,1,1,1884,1884,0,0
"78099",98044,"Broiled fresh salmon, sauce fleurette",NA,1,1,1884,1884,0,0
"78100",98045,"Vin de Graves, Barton and Guestler sauternes",NA,1,1,1900,1900,0.75,1.5
"78102",98047,"Chateau Yquem, Barton and Guestler sauternes",NA,1,1,1900,1900,0.75,1.5
"78103",98048,"Laubenheimer, Henkell & Co. rhine wine",NA,1,1,1900,1900,0.65,1.25
"78104",98049,"King fish broiled",NA,1,1,1884,1884,0.3,0.3
"78105",98050,"Niersteiner Rhine Wine Henkell & Co.",NA,1,1,1900,1900,0,0
"78106",98051,"Marcobrunner, Henkell & Co. rhine wine",NA,1,1,1900,1900,1,2
"78107",98052,"Small tenderloin steak, a la Parisienne",NA,1,1,1884,1884,0.9,0.9
"78108",98053,"Sweetbread larded, new green peas",NA,1,1,1884,1884,0.85,0.85
"78109",98054,"Zeltinger Henkell & Winkler wine",NA,1,1,1900,1900,0,0
"78110",98055,"Whole small spring chicken saute, with mushrooms",NA,1,1,1884,1884,1.5,1.5
"78111",98056,"Oppenheimer Henkell & Winkler wine",NA,1,1,1900,1900,0.75,1.5
"78112",98057,"Fresh stuffed tomatoes, a la provencale",NA,1,1,1884,1884,0,0
"78113",98058,"Deidesheimer  L. Lauteren & Son rhine wine",NA,1,1,1900,1900,0.65,1.25
"78114",98059,"English mutton chops breaded, tomato sauce",NA,1,1,1884,1884,0.6,0.6
"78115",98060,"Croquette of capon, a la cardinal",NA,1,1,1884,1884,0.9,0.9
"78116",98061,"Hochheimer  L. Lauteren & Son Rhine wine",NA,1,1,1900,1900,0.75,1.5
"78117",98062,"Timbale of macaroni, a la Milannaise",NA,1,1,1884,1884,0,0
"78118",98063,"Sparkling Moselle L. Lauteren & Son wine",NA,1,1,1900,1900,1.5,3
"78119",98064,"French pancake glace, au confiture",NA,1,1,1884,1884,0.4,0.4
"78120",98065,"Steinberger Cabinet L. Lauteren & Son wine",NA,1,1,1900,1900,0,0
"78121",98066,"Beaujolais burgundy  Bruninghaus",NA,1,1,1900,1900,0.75,1.5
"78122",98067,"Macon Vieux Burgundy  Bruninghaus",NA,1,1,1900,1900,0.75,1.5
"78125",98070,"Pommard Burgundy  Bruninghaus",NA,1,1,1900,1900,0,0
"78126",98071,"Chablis, White burgundy  Bruninghaus",NA,1,1,1900,1900,1.25,2.5
"78128",98073,"Chambertin burgundy  Bruninghaus",NA,1,1,1900,1900,1.5,3
"78129",98074,"Corton Burgundy   F. Chauvenet & Co.",NA,1,1,1900,1900,3,3
"78133",98078,"Vino de Pasto, Dry sherry",NA,2,2,1900,1900,3,3
"78134",98079,"Old Madeira (Natural, old, Superior) sherry",NA,1,1,1900,1900,0,0
"78158",98108,"Caravan tea ",NA,1,1,1905,1905,0.5,0.5
"78165",98115,"Mures",NA,7,7,1905,1955,0.35,0.6
"78169",98120,"Chateau Yquem, 1900 (Chateau Bottling",NA,1,1,1907,1907,3,3
"78170",98121,"Cognac F.C., 1840",NA,3,3,1907,1915,0.5,0.5
"78171",98122,"St.Croix rum",NA,1,1,1900,1900,2,2
"78172",98123,"Empire private stock whiskey",NA,1,1,1900,1900,0,0
"78173",98124,"Dawson's whiskey",NA,1,1,1900,1900,1.5,1.5
"78174",98125,"Old Pepper scotch",NA,1,1,1900,1900,1.5,1.5
"78175",98128,"Canadian club scotch",NA,1,1,1900,1900,1.5,1.5
"78176",98129,"Hunter's Baltimore scotch",NA,1,1,1900,1900,1.5,1.5
"78177",98130,"Wilson's Atlas scotch",NA,1,1,1900,1900,1.5,1.5
"78178",98131,"Old Quaker scotch",NA,1,1,1900,1900,1.5,1.5
"78179",98132,"Old Tom Pepper scotch",NA,1,1,1900,1900,0,0
"78180",98134,"Extra Pale, Ruppert's",NA,2,2,1907,1907,0.1,0.1
"78181",98135,"Old coronet whiskey",NA,1,1,1900,1900,1.5,1.5
